yyyymm,Index,D12,E12,b/m,tbl,AAA,BAA,lty,ntis,Rfree,infl,ltr,corpr,svar,csp,CRSP_SPvw,CRSP_SPvwx
195307,24.75,1.42,2.5233,0.774929189,0.0204,0.0328,0.0386,0.0301,0.02615187,0.0015,0,0.0039,0.0177,0.000581015,0.002560598,0.026314,0.024844
195308,23.32,1.42,2.5367,0.816935916,0.0204,0.0324,0.0385,0.0303,0.028087025,0.0017,0.003731343,-0.0008,-0.0085,0.000681474,0.002485169,-0.050101,-0.060097
195309,23.35,1.42,2.55,0.808210877,0.0179,0.0329,0.0388,0.0284,0.025876606,0.0016,0,0.0299,0.0253,0.001105643,0.002609423,0.002187,0.000072
195310,24.54,1.43,2.5367,0.77372104,0.0138,0.0316,0.0382,0.0281,0.024695232,0.0013,0.003717472,0.0074,0.0227,0.000572852,0.00261672,0.051046,0.049806
195311,24.76,1.44,2.5233,0.758431958,0.0144,0.0311,0.0375,0.0286,0.025798002,0.0008,-0.003703704,-0.0049,-0.0073,0.000376498,0.002867828,0.023763,0.009879
195312,24.81,1.45,2.51,0.759700961,0.016,0.0313,0.0374,0.0274,0.024822272,0.0013,0,0.0206,0.0172,0.000417269,0.00279331,0.001713,-0.001189
195401,26.08,1.4567,2.5233,0.729847122,0.0118,0.0306,0.0371,0.0291,0.02338334,0.0011,0,0.0089,0.0124,0.000498225,0.002572827,0.053486,0.052586
195402,26.15,1.4633,2.5367,0.72451959,0.0097,0.0295,0.0361,0.0279,0.022562565,0.0007,0,0.024,0.0198,0.000340713,0.00259655,0.012916,0.002343
195403,26.94,1.47,2.55,0.804915818,0.0103,0.0286,0.0351,0.0278,0.022093476,0.0008,0,0.0058,0.0039,0.000356549,0.002326738,0.03053,0.028423
195404,28.26,1.4633,2.5733,0.765039301,0.0097,0.0285,0.0347,0.0273,0.020856233,0.0009,-0.003717472,0.0104,-0.0034,0.000730702,0.002569204,0.048358,0.04714
195405,29.19,1.4567,2.5967,0.745976976,0.0076,0.0288,0.0347,0.0279,0.018492588,0.0005,0.003731343,-0.0087,-0.0042,0.000429853,0.00236119,0.042777,0.033606
195406,29.21,1.45,2.62,0.732467844,0.0064,0.029,0.0349,0.0272,0.018357419,0.0006,0,0.0163,0.0063,0.000935429,0.001838346,0.002467,0.000533
195407,30.88,1.4567,2.6233,0.702172913,0.0072,0.0289,0.035,0.0266,0.017707472,0.0005,0,0.0134,0.004,0.000613307,0.002042287,0.058701,0.05778
195408,29.83,1.4633,2.6267,0.727516379,0.0092,0.0287,0.0349,0.0269,0.017527531,0.0005,0,-0.0036,0.0018,0.001144967,0.001982037,-0.025894,-0.034753
195409,32.31,1.47,2.63,0.677745104,0.0101,0.0289,0.0347,0.0271,0.016884189,0.0009,-0.003717472,-0.001,0.004,0.00069179,0.002207768,0.0825,0.080888
195410,31.68,1.4933,2.6767,0.693758164,0.0098,0.0287,0.0346,0.0271,0.017579611,0.0007,0,0.0006,0.004,0.000499174,0.002914384,-0.017867,-0.018659
195411,34.24,1.5167,2.7233,0.631641544,0.0093,0.0289,0.0345,0.0274,0.014153219,0.0006,0,-0.0025,0.0025,0.001266826,0.003319816,0.095774,0.082712
195412,35.98,1.54,2.77,0.604119785,0.0115,0.029,0.0345,0.0272,0.026992813,0.0008,-0.003731343,0.0064,0.0017,0.000882281,0.002845475,0.054288,0.052361
195501,36.63,1.5467,2.8333,0.597558888,0.0122,0.0293,0.0345,0.0286,0.026412209,0.0008,0,-0.0241,-0.0097,0.002517398,0.002790374,0.018076,0.017591
195502,36.76,1.5533,2.8967,0.593148324,0.0117,0.0293,0.0347,0.0292,0.028044653,0.0009,0,-0.0078,-0.0063,0.000604031,0.002469542,0.013526,0.005446
195503,36.58,1.56,2.96,0.607761777,0.0128,0.0302,0.0348,0.0288,0.027968342,0.001,0,0.0087,0.0092,0.002482548,0.002822056,-0.002242,-0.003851
195504,37.96,1.5633,3.0467,0.584987666,0.0159,0.0301,0.0349,0.029,0.026509679,0.001,0,0.0001,-0.0001,0.00062805,0.00123108,0.039843,0.038885
195505,37.91,1.5667,3.1333,0.586075413,0.0145,0.0304,0.035,0.0287,0.025418715,0.0014,0,0.0073,-0.0018,0.000745073,0.001413363,0.006433,-0.001081
195506,41.03,1.57,3.22,0.551641632,0.0141,0.0305,0.0351,0.0293,0.025363932,0.001,0,-0.0076,0.0029,0.000645744,0.000454198,0.0813,0.07993
195507,43.52,1.5867,3.2933,0.534506816,0.016,0.0306,0.0352,0.03,0.024760442,0.001,0.003745318,-0.0102,-0.0041,0.002082119,0.000641264,0.057646,0.057068
195508,43.18,1.6033,3.3667,0.531846726,0.019,0.0311,0.0356,0.0301,0.026671063,0.0016,0,0.0004,-0.0038,0.001120404,0.000573748,-0.000648,-0.008313
195509,43.67,1.62,3.44,0.533624791,0.0207,0.0313,0.0359,0.0298,0.025633981,0.0016,0.003731343,0.0073,0.0076,0.005711081,0.000206388,0.011286,0.010117
195510,42.34,1.6267,3.5,0.54740915,0.0223,0.031,0.0359,0.0292,0.025100687,0.0018,0,0.0144,0.0078,0.002679896,0.000632409,-0.030468,-0.031
195511,45.51,1.6333,3.56,0.51525059,0.0224,0.031,0.0358,0.0295,0.026033703,0.0017,0,-0.0045,-0.003,0.001929162,0.000372768,0.087825,0.075124
195512,45.48,1.64,3.62,0.50982801,0.0254,0.0315,0.0362,0.0295,0.02524455,0.0018,-0.003717472,0.0037,0.0063,0.000474703,0.000243799,-0.000309,-0.001685
195601,43.82,1.67,3.6433,0.528954412,0.0241,0.0311,0.036,0.0292,0.026424477,0.0022,0,0.0083,0.0104,0.001179984,-0.000397533,-0.035057,-0.036279
195602,45.34,1.7,3.6667,0.514835108,0.0232,0.0308,0.0358,0.0293,0.024165344,0.0019,0,-0.0002,0.0026,0.001100147,0.000363753,0.041397,0.034458
195603,48.48,1.73,3.69,0.5310772,0.0225,0.031,0.036,0.0303,0.026695068,0.0015,0,-0.0149,-0.0146,0.001008856,0.000741498,0.070328,0.069226
195604,48.38,1.7533,3.66,0.526621716,0.026,0.0324,0.0368,0.0311,0.026213749,0.0019,0.003731343,-0.0113,-0.0115,0.000814899,0.000451815,-0.000637,-0.001425
195605,45.2,1.7767,3.63,0.568559774,0.0261,0.0328,0.0373,0.0299,0.029302983,0.0023,0.003717472,0.0225,0.0052,0.001836429,0.000504808,-0.058414,-0.065976
195606,46.97,1.8,3.6,0.551564593,0.0249,0.0326,0.0376,0.0299,0.025671522,0.002,0.007407407,0.0027,-0.0018,0.001037045,0.000939936,0.03891,0.037762
195607,49.39,1.8133,3.5533,0.524902957,0.0231,0.0328,0.038,0.0313,0.024753606,0.0022,0.007352941,-0.0209,-0.0093,0.000495576,0.001015523,0.051427,0.050619
195608,47.51,1.8267,3.5067,0.541391124,0.026,0.0343,0.0393,0.0325,0.023811483,0.0017,-0.003649635,-0.0187,-0.0208,0.001235405,0.00101047,-0.032788,-0.039976
195609,45.35,1.84,3.46,0.571909521,0.0284,0.0356,0.0407,0.0324,0.029361949,0.0018,0.003663004,0.005,0.0012,0.000787779,0.001359354,-0.044022,-0.045127
195610,45.58,1.8067,3.4433,0.566427008,0.029,0.0359,0.0417,0.0329,0.029457322,0.0025,0.003649635,-0.0054,-0.0105,0.001642011,0.001272093,0.006619,0.005298
195611,45.08,1.7733,3.4267,0.574897415,0.0299,0.0369,0.0424,0.0333,0.027088458,0.002,0,-0.0057,-0.0126,0.001731517,0.001541595,-0.001921,-0.011161
195612,46.67,1.74,3.41,0.544176827,0.0321,0.0375,0.0437,0.0345,0.026149367,0.0024,0.003636364,-0.0179,-0.0082,0.001020276,0.000969841,0.036284,0.034442
195701,44.72,1.7367,3.4067,0.567242675,0.0311,0.0377,0.0449,0.0328,0.027991994,0.0027,0,0.0346,0.0197,0.000901943,0.000738582,-0.040238,-0.041569
195702,43.26,1.7333,3.4033,0.584994189,0.031,0.0367,0.0447,0.0328,0.030172847,0.0024,0.003623188,0.0025,0.0093,0.00105604,0.000827314,-0.024919,-0.032823
195703,44.11,1.73,3.4,0.599818875,0.0308,0.0366,0.0443,0.0331,0.026599595,0.0023,0.003610108,-0.0024,0.005,0.000330298,0.001054099,0.023827,0.020752
195704,45.74,1.73,3.4067,0.57609839,0.0307,0.0367,0.0444,0.0345,0.027420593,0.0025,0.003597122,-0.0222,-0.0066,0.00030246,0.002142112,0.046538,0.045215
195705,47.43,1.73,3.4133,0.56403858,0.0306,0.0374,0.0452,0.0348,0.028848655,0.0026,0.003584229,-0.0023,-0.0075,0.000481771,0.00242219,0.038734,0.033208
195706,47.37,1.73,3.42,0.565876532,0.0329,0.0391,0.0463,0.0361,0.030527691,0.0024,0.003571429,-0.018,-0.0322,0.000578621,0.00217603,-0.000705,-0.003632
195707,47.91,1.74,3.4367,0.560056635,0.0316,0.0399,0.0473,0.0365,0.03234604,0.003,0.007117438,-0.0041,-0.011,0.000553868,0.00163121,0.009747,0.008217
195708,45.22,1.75,3.4533,0.588004542,0.0337,0.041,0.0482,0.0367,0.03585399,0.0025,0,0.0002,-0.0009,0.002147248,0.001349582,-0.048998,-0.054178
195709,42.42,1.76,3.47,0.624150778,0.0353,0.0412,0.0493,0.0364,0.034362523,0.0026,0,0.0076,0.0095,0.00151711,0.001116985,-0.057879,-0.060609
195710,41.06,1.77,3.4367,0.645746418,0.0358,0.041,0.0499,0.0369,0.038409717,0.0029,0,-0.005,0.0023,0.004936011,0.001123013,-0.038834,-0.040549
195711,41.72,1.78,3.4033,0.633071776,0.0331,0.0408,0.0509,0.034,0.040989814,0.0028,0.003533569,0.0533,0.0311,0.003490079,0.000804086,0.023703,0.016483
195712,39.99,1.79,3.37,0.653675779,0.0304,0.0381,0.0503,0.0323,0.034873147,0.0024,0,0.0307,0.0685,0.001251402,0.000667927,-0.037422,-0.041021
195801,41.7,1.7833,3.2933,0.632860762,0.0244,0.036,0.0483,0.033,0.02989618,0.0028,0.007042254,-0.0084,0.0099,0.000784465,0.000290267,0.045518,0.04433
195802,40.84,1.7767,3.2167,0.647390435,0.0153,0.0359,0.0466,0.0325,0.02775108,0.0012,0,0.01,-0.0008,0.000736248,0.000630306,-0.014109,-0.020288
195803,42.1,1.77,3.14,0.668591638,0.013,0.0363,0.0468,0.0321,0.028935348,0.0009,0.006993007,0.0102,-0.0046,0.000519206,0.000187321,0.033052,0.029736
195804,43.44,1.7567,3.07,0.655245031,0.0113,0.036,0.0467,0.0311,0.027018277,0.0008,0.003472222,0.0186,0.0163,0.000746762,0.000591781,0.033511,0.032038
195805,44.09,1.7433,3,0.645558677,0.0091,0.0357,0.0462,0.0313,0.02286951,0.0011,0,0.0001,0.0031,0.000433117,0.000339673,0.021313,0.015503
195806,45.24,1.73,2.93,0.62466017,0.0083,0.0357,0.0455,0.0324,0.021436618,0.0003,0,-0.016,-0.0038,0.000438202,0.000757718,0.027998,0.024897
195807,47.19,1.73,2.9133,0.593848784,0.0091,0.0367,0.0453,0.0343,0.016933799,0.0007,0.003460208,-0.0278,-0.0153,0.000695625,0.000948139,0.04396,0.042418
195808,47.75,1.73,2.8967,0.587263826,0.0169,0.0385,0.0467,0.0371,0.015090629,0.0004,-0.003448276,-0.0435,-0.032,0.000588962,0.001246582,0.017999,0.01327
195809,50.06,1.73,2.88,0.561371197,0.0244,0.0409,0.0487,0.038,0.013983478,0.0019,0,-0.0117,-0.0096,0.00051018,0.001397779,0.050837,0.047954
195810,51.33,1.7367,2.8833,0.549869298,0.0263,0.0411,0.0492,0.0374,0.012278913,0.0018,0,0.0138,0.0107,0.000793475,0.001163452,0.02737,0.025878
195811,52.48,1.7433,2.8867,0.535823198,0.0267,0.0409,0.0487,0.0368,0.011534944,0.0011,0.003460208,0.012,0.0105,0.00153021,0.00152852,0.028617,0.023385
195812,55.21,1.75,2.89,0.51177932,0.0277,0.0408,0.0485,0.0382,0.023686832,0.0022,-0.003448276,-0.0181,-0.0058,0.000712772,0.001585812,0.054112,0.051432
195901,55.42,1.7567,2.9633,0.502895818,0.0282,0.0412,0.0487,0.0408,0.027736266,0.0021,0.003460208,-0.008,-0.0028,0.000584868,0.001722387,0.006331,0.005395
195902,55.41,1.7633,3.0367,0.494946148,0.027,0.0414,0.0489,0.0402,0.027898847,0.0019,-0.003448276,0.0117,0.0126,0.000844734,0.001945027,0.006711,0.00221
195903,55.44,1.77,3.11,0.516860282,0.028,0.0413,0.0485,0.0403,0.02498439,0.0022,0,0.0017,-0.0083,0.000491508,0.001768307,0.003352,0.000826
195904,57.59,1.7767,3.2067,0.498597194,0.0295,0.0423,0.0486,0.0414,0.02436057,0.002,0.003460208,-0.0117,-0.0172,0.00049255,0.001357063,0.040054,0.039093
195905,58.68,1.7833,3.3033,0.48307678,0.0284,0.0437,0.0496,0.0417,0.025887234,0.0022,0,-0.0005,-0.0114,0.000427801,0.001912644,0.023631,0.019043
195906,58.47,1.79,3.4,0.483219391,0.0321,0.0446,0.0504,0.0419,0.026882074,0.0025,0.003448276,0.001,0.0044,0.00091507,0.001917092,-0.000725,-0.003196
195907,60.51,1.7967,3.41,0.460822665,0.032,0.0447,0.0508,0.0417,0.027141372,0.0025,0.003436426,0.006,0.0089,0.000487796,0.001585929,0.034504,0.033514
195908,59.6,1.8033,3.42,0.468084466,0.0338,0.0443,0.0509,0.0423,0.028146131,0.0019,0,-0.0041,-0.0068,0.001069699,0.001439553,-0.011076,-0.015179
195909,56.88,1.81,3.43,0.492337893,0.0404,0.0452,0.0518,0.0429,0.030528391,0.0031,0.003424658,-0.0057,-0.0088,0.001709845,0.001397017,-0.043182,-0.045586
195910,57.52,1.8167,3.4167,0.48097742,0.0405,0.0457,0.0528,0.0421,0.031020181,0.003,0.003412969,0.015,0.0165,0.000618183,0.001331631,0.012574,0.011436
195911,58.28,1.8233,3.4033,0.471798295,0.0415,0.0456,0.0526,0.0432,0.02972238,0.0026,0,-0.0119,0.0135,0.000499693,0.0015159,0.018486,0.013114
195912,59.89,1.83,3.39,0.457783797,0.0449,0.0458,0.0528,0.0447,0.022856304,0.0034,0,-0.0159,-0.0096,0.000307544,0.000975372,0.029627,0.026911
196001,55.61,1.8667,3.39,0.499502104,0.0435,0.0461,0.0534,0.0441,0.022116168,0.0033,-0.003401361,0.0112,0.0107,0.000919418,0.000888552,-0.069933,-0.070835
196002,56.12,1.9033,3.39,0.493556783,0.0396,0.0456,0.0534,0.0429,0.024037494,0.0029,0.003412969,0.0204,0.0128,0.001150246,0.000660848,0.013922,0.009129
196003,55.34,1.94,3.39,0.549798083,0.0331,0.0449,0.0525,0.0411,0.02559341,0.0035,0,0.0282,0.0191,0.000969147,0.000360982,-0.012566,-0.015238
196004,54.37,1.9433,3.3467,0.56340369,0.0323,0.0445,0.052,0.0426,0.025577133,0.0019,0.003401361,-0.017,-0.0022,0.000645166,0.000121487,-0.016113,-0.017097
196005,55.83,1.9467,3.3033,0.541966427,0.0329,0.0446,0.0528,0.0417,0.024414376,0.0027,0,0.0152,-0.0021,0.000423559,-3.57588E-05,0.033513,0.028312
196006,56.92,1.95,3.26,0.529174862,0.0246,0.0445,0.0526,0.0407,0.024269926,0.0024,0.003389831,0.0173,0.0141,0.000498948,-4.2243E-06,0.021802,0.019133
196007,55.51,1.95,3.2633,0.549673277,0.023,0.0441,0.0522,0.0382,0.025778487,0.0013,0,0.0368,0.0257,0.00097782,-0.000448598,-0.022948,-0.023813
196008,56.96,1.95,3.2667,0.541542197,0.023,0.0428,0.0508,0.039,0.025195535,0.0017,0,-0.0067,0.0117,0.000636967,-0.00077143,0.031467,0.026197
196009,53.52,1.95,3.27,0.584341711,0.0248,0.0425,0.0501,0.0387,0.028312467,0.0016,0,0.0075,-0.0063,0.001771622,-0.001194357,-0.058713,-0.06092
196010,53.39,1.95,3.27,0.584120201,0.023,0.043,0.0511,0.0391,0.027823798,0.0022,0.006756757,-0.0028,0.0008,0.001048715,-0.000896879,-0.001079,-0.002407
196011,55.54,1.95,3.27,0.567630019,0.0237,0.0431,0.0508,0.0399,0.026034213,0.0013,0,-0.0066,-0.007,0.000668674,-0.000955278,0.046081,0.039977
196012,58.11,1.95,3.27,0.550422965,0.0225,0.0435,0.051,0.038,0.022761361,0.0016,0,0.0279,0.0104,0.000450306,-0.001362514,0.048839,0.046597
196101,61.78,1.9467,3.21,0.522986733,0.0224,0.0432,0.051,0.0404,0.021815336,0.0019,0,-0.0107,0.0148,0.000741124,-0.001330627,0.06432,0.063181
196102,63.44,1.9433,3.15,0.512022716,0.0242,0.0427,0.0507,0.0392,0.019419904,0.0014,0,0.02,0.021,0.000547459,-0.001254178,0.032838,0.028612
196103,65.06,1.94,3.09,0.546679869,0.0239,0.0422,0.0502,0.0397,0.022737591,0.002,0,-0.0037,-0.0029,0.000414941,-0.001214966,0.029345,0.027051
196104,65.31,1.94,3.07,0.545004494,0.0229,0.0425,0.0501,0.0391,0.02325925,0.0017,0,0.0115,-0.0116,0.001009209,-0.001504075,0.004537,0.003843
196105,66.56,1.94,3.05,0.530916294,0.0229,0.0427,0.0501,0.0397,0.022465655,0.0018,0,-0.0046,0.0049,0.000404343,-0.001462735,0.023553,0.018924
196106,64.64,1.94,3.03,0.540821101,0.0233,0.0433,0.0503,0.0404,0.022482126,0.002,0,-0.0075,-0.008,0.000548907,-0.001148127,-0.026673,-0.028725
196107,66.76,1.9467,3.0367,0.524405631,0.0224,0.0441,0.0509,0.0404,0.025179628,0.0018,0.006711409,0.0035,0.004,0.000628374,-0.001542254,0.033795,0.033119
196108,68.07,1.9533,3.0433,0.513792816,0.0239,0.0445,0.0511,0.041,0.02542591,0.0014,-0.003333333,-0.0038,-0.0018,0.000406215,-0.001998608,0.02473,0.019511
196109,66.73,1.96,3.05,0.527516721,0.0228,0.0445,0.0512,0.0403,0.024963387,0.0017,0.003344482,0.0129,0.0144,0.0008225,-0.002292368,-0.018674,-0.019877
196110,68.62,1.98,3.0967,0.525485851,0.023,0.0442,0.0513,0.04,0.025835909,0.0019,0,0.0071,0.0127,0.000267509,-0.00203613,0.028175,0.026791
196111,71.32,2,3.1433,0.512610865,0.0248,0.0439,0.0511,0.0404,0.025570613,0.0015,0,-0.002,0.0028,0.00036039,-0.002073447,0.045226,0.039324
196112,71.55,2.02,3.19,0.505922258,0.026,0.0442,0.051,0.0415,0.022324288,0.0019,0,-0.0125,-0.0026,0.000336902,-0.002210744,0.004696,0.003465
196201,68.84,2.0267,3.25,0.528428571,0.0272,0.0442,0.0508,0.0419,0.024721355,0.0024,0,-0.0014,0.008,0.000811531,-0.002298745,-0.037356,-0.038692
196202,69.96,2.0333,3.31,0.522420733,0.0273,0.0442,0.0507,0.0414,0.028783381,0.002,0.003333333,0.0103,0.0052,0.000265097,-0.002209728,0.020592,0.016147
196203,69.55,2.04,3.37,0.545724592,0.0272,0.0439,0.0504,0.0398,0.024075304,0.002,0,0.0253,0.0151,0.000279492,-0.002884136,-0.003842,-0.005137
196204,65.24,2.0467,3.4033,0.579862625,0.0273,0.0433,0.0502,0.0394,0.025152092,0.0022,0.003322259,0.0082,0.0142,0.001019691,-0.002394846,-0.061743,-0.062443
196205,59.63,2.0533,3.4367,0.628994392,0.0269,0.0428,0.05,0.0393,0.027722355,0.0024,0,0.0046,0,0.010914839,-0.002905911,-0.079847,-0.085499
196206,54.75,2.06,3.47,0.687357469,0.0273,0.0428,0.0502,0.0401,0.026455442,0.002,0,-0.0076,-0.0026,0.00616113,-0.002795277,-0.080669,-0.082222
196207,58.23,2.0667,3.49,0.64522603,0.0292,0.0434,0.0505,0.0412,0.030485904,0.0027,0.003311258,-0.0109,-0.0015,0.001843477,-0.002562627,0.065203,0.063969
196208,59.12,2.0733,3.51,0.633310352,0.0282,0.0435,0.0506,0.0401,0.029328751,0.0023,0,0.0187,0.0143,0.000801952,-0.002749597,0.021669,0.015803
196209,56.27,2.08,3.53,0.666344261,0.0278,0.0432,0.0503,0.0398,0.030601614,0.0021,0.00330033,0.0061,0.0089,0.001176998,-0.002921802,-0.048816,-0.050259
196210,56.52,2.0967,3.5767,0.654153314,0.0274,0.0428,0.0499,0.0395,0.028094504,0.0025,0,0.0084,0.0068,0.003452108,-0.002283763,0.008313,0.006405
196211,62.26,2.1133,3.6233,0.594178346,0.0283,0.0425,0.0496,0.0396,0.024810507,0.002,0,0.0021,0.0062,0.001274783,-0.002819534,0.108268,0.100528
196212,63.1,2.13,3.67,0.591627051,0.0287,0.0424,0.0492,0.0395,0.01996807,0.0023,0,0.0035,0.0023,0.000543882,-0.002796575,0.015534,0.01404
196301,66.2,2.1367,3.6833,0.564984989,0.0291,0.0421,0.0491,0.0398,0.017136274,0.0025,0,-0.0001,0.0059,0.00069977,-0.00305027,0.050367,0.048957
196302,64.29,2.1433,3.6967,0.581953118,0.0292,0.0419,0.0489,0.04,0.01323679,0.0023,0,0.0008,0.0023,0.000392133,-0.003089722,-0.024189,-0.029164
196303,66.57,2.15,3.71,0.587528571,0.0289,0.0419,0.0488,0.0401,0.014380171,0.0023,0.003289474,0.0009,0.0026,0.000359936,-0.00299588,0.036581,0.035156
196304,69.8,2.1667,3.7533,0.558729274,0.029,0.0421,0.0487,0.0405,0.015199427,0.0025,0,-0.0012,-0.0051,0.00032216,-0.002666221,0.04907,0.048177
196305,70.8,2.1833,3.7967,0.551612193,0.0293,0.0422,0.0485,0.0406,0.014648533,0.0024,0,0.0023,0.0048,0.000303656,-0.002729236,0.019674,0.013844
196306,69.37,2.2,3.84,0.567281575,0.0299,0.0423,0.0484,0.0407,0.018263203,0.0023,0.003278689,0.0019,0.0043,0.000261098,-0.002771582,-0.018605,-0.019806
196307,69.13,2.2033,3.88,0.576621659,0.0318,0.0426,0.0484,0.0407,0.009318732,0.0027,0.003267974,0.0031,0.0028,0.000529797,-0.002038984,-0.001821,-0.003131
196308,72.5,2.2067,3.92,0.549827236,0.0332,0.0429,0.0483,0.0408,0.009520076,0.0025,0,0.0021,0.0035,0.000326909,-0.001955469,0.053466,0.048496
196309,71.7,2.21,3.96,0.547223625,0.0338,0.0431,0.0484,0.041,0.010313262,0.0027,0,0.0004,-0.0023,0.00032991,-0.001524392,-0.010402,-0.011579
196310,74.01,2.2333,3.98,0.530964077,0.0345,0.0432,0.0483,0.0415,0.010279966,0.0029,0.003257329,-0.0026,0.0049,0.000503532,-0.001756359,0.034825,0.03329
196311,73.23,2.2567,4,0.534296221,0.0352,0.0433,0.0484,0.0414,0.006012545,0.0027,0,0.0051,0.0015,0.003110166,-0.001757576,-0.004487,-0.011085
196312,75.02,2.28,4.02,0.525591454,0.0352,0.0435,0.0485,0.0417,0.00895473,0.0029,0.003246753,-0.0006,-0.0034,0.000273567,-0.001496869,0.026065,0.024651
196401,77.04,2.2967,4.0733,0.510606871,0.0352,0.0439,0.0483,0.0421,0.014293571,0.003,0,-0.0014,0.0087,0.000183341,-0.001727961,0.027391,0.026373
196402,77.8,2.3133,4.1267,0.501162297,0.0353,0.0436,0.0483,0.0424,0.017407919,0.0026,0,-0.0011,0.0054,7.16995E-05,-0.001488416,0.017015,0.012171
196403,78.98,2.33,4.18,0.523675442,0.0354,0.0438,0.0483,0.0424,0.017783239,0.0031,0,0.0037,-0.0062,0.000114711,-0.001857946,0.017232,0.015814
196404,79.46,2.3467,4.23,0.525303107,0.0347,0.044,0.0485,0.0423,0.020768003,0.0029,0,0.0047,0.004,0.000254755,-0.001983503,0.006192,0.005297
196405,80.37,2.3633,4.28,0.51903578,0.0348,0.0441,0.0485,0.0422,0.021179316,0.0026,0,0.005,0.0057,0.000225777,-0.001928923,0.016815,0.01146
196406,81.69,2.38,4.33,0.512206855,0.0348,0.0441,0.0485,0.0419,0.02050298,0.003,0.003236246,0.0069,0.0048,0.000397851,-0.00198863,0.018084,0.016779
196407,83.18,2.4,4.3767,0.506360718,0.0346,0.044,0.0483,0.0421,0.021312691,0.003,0.003225807,0.0008,0.0052,0.000198907,-0.002237911,0.01891,0.017953
196408,81.83,2.42,4.4233,0.507942944,0.035,0.0441,0.0482,0.0423,0.020696675,0.0028,-0.003215434,0.002,0.0037,0.000425926,-0.001872056,-0.011621,-0.016285
196409,84.18,2.44,4.47,0.486537121,0.0353,0.0442,0.0482,0.0421,0.020403146,0.0028,0.003225807,0.005,0.0021,0.000170497,-0.001953168,0.030399,0.029022
196410,84.86,2.46,4.4967,0.487813259,0.0357,0.0442,0.0481,0.0421,0.020115793,0.0029,0,0.0043,0.005,0.000187044,-0.002225736,0.008745,0.007566
196411,84.42,2.48,4.5233,0.486503775,0.0364,0.0443,0.0481,0.0422,0.019167478,0.0029,0.003215434,0.0017,-0.0004,0.000212866,-0.002480246,0.001598,-0.004588
196412,84.75,2.5,4.55,0.4872273,0.0384,0.0444,0.0481,0.0423,0.023095369,0.0031,0,0.003,0.0088,0.000351213,-0.002380573,0.005228,0.003803
196501,87.56,2.5167,4.5933,0.471723191,0.0381,0.0443,0.048,0.0422,0.017903801,0.0028,0,0.004,0.0081,0.000165813,-0.002200744,0.034791,0.033837
196502,87.43,2.5333,4.6367,0.471399478,0.0393,0.0441,0.0478,0.0424,0.014823267,0.003,0,0.0014,0.0009,0.000393197,-0.002201776,0.003746,-0.000853
196503,86.16,2.55,4.68,0.469489905,0.0393,0.0442,0.0478,0.0422,0.019134281,0.0036,0.003205128,0.0054,0.0012,0.00014462,-0.002137368,-0.012213,-0.013685
196504,89.11,2.57,4.7333,0.452559335,0.0393,0.0443,0.048,0.0422,0.014722572,0.0031,0.003194888,0.0036,0.0021,0.00016276,-0.002142974,0.035612,0.034769
196505,88.42,2.59,4.7867,0.454664285,0.0389,0.0444,0.0481,0.0423,0.016245057,0.0031,0,0.0018,-0.0008,0.000333764,-0.002565615,-0.003122,-0.008354
196506,84.12,2.61,4.84,0.480858957,0.038,0.0446,0.0485,0.0423,0.017551223,0.0035,0.006369427,0.0047,0.0003,0.001829375,-0.00238082,-0.04688,-0.048367
196507,85.25,2.6267,4.8867,0.473382176,0.0384,0.0448,0.0488,0.0424,0.015627494,0.0031,0,0.0022,0.0019,0.000521866,-0.001918184,0.014486,0.013678
196508,87.17,2.6433,4.9333,0.467360878,0.0384,0.0449,0.0488,0.0428,0.015601188,0.0033,0,-0.0013,-0.0006,0.000107534,-0.001735749,0.02756,0.022473
196509,89.96,2.66,4.98,0.448537471,0.0392,0.0452,0.0491,0.0433,0.01689539,0.0031,0,-0.0034,-0.0015,0.000299101,-0.001395145,0.033366,0.032034
196510,92.42,2.68,5.05,0.434420599,0.0403,0.0456,0.0493,0.0433,0.017464193,0.0031,0.003164557,0.0027,0.0046,0.000188379,-0.000998554,0.028812,0.027737
196511,91.61,2.7,5.12,0.440895311,0.0409,0.046,0.0495,0.0441,0.0207625,0.0035,0,-0.0062,-0.0057,0.000141419,-0.00101973,-0.003821,-0.010306
196512,92.43,2.72,5.19,0.430637806,0.0438,0.0468,0.0502,0.045,0.020837519,0.0033,0.003154574,-0.0078,-0.0149,0.000301366,-0.000812888,0.010349,0.009059
196601,92.88,2.74,5.24,0.424398328,0.0459,0.0474,0.0506,0.0457,0.020278627,0.0038,0,-0.0104,0.0022,0.000151804,-0.000539762,0.005705,0.004874
196602,91.22,2.76,5.29,0.438496045,0.0465,0.0478,0.0512,0.0477,0.020025974,0.0035,0.006289308,-0.025,-0.0113,0.000337066,-0.000793696,-0.01275,-0.017548
196603,89.23,2.78,5.34,0.490175936,0.0459,0.0492,0.0532,0.046,0.01678818,0.0038,0.003125,0.0296,-0.0059,0.000931008,-0.000488877,-0.023041,-0.024608
196604,91.06,2.7967,5.38,0.485498244,0.0462,0.0496,0.0541,0.0467,0.015636251,0.0034,0.00623053,-0.0063,0.0013,0.000351265,-0.000776857,0.022158,0.02125
